Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
9,3,5,6,1,4,10,1,0,2,-1.3912293309274841,2,5,2,3,0,6,-0.1756301196323356,4.0,4,1,4,4,0,0,0,1,-1.0800655146048157,2,-0.4542235690930599,19,4,-1.172876217116909,0.7397953670138275,0.8210272310244502,-0.37404061513943554
11,4,6,6,1,1,11,4,0,2,2.0679297907556315,1,3,1,2,0,11,-0.1756301196323356,3.0,4,3,8,9,0,0,0,1,-1.0800655146048157,1,-0.5826154269160075,27,22,-0.046505565716158846,0.521853171718469,-0.39014501172859867,2.40563983430473
4,2,2,5,1,3,4,2,0,1,-0.4344406376959841,2,4,2,2,0,6,-0.1756301196323356,2.0,4,3,6,5,0,0,0,1,-1.0800655146048157,3,-0.7389572546647019,9,10,-1.172876217116909,1.2546443211173557,1.3388472478536522,-0.4868392420734017
11,5,4,1,1,1,12,1,0,2,-0.6552380284417149,2,5,2,2,0,14,-0.1756301196323356,2.0,4,0,7,5,0,1,0,1,-1.0800655146048157,2,-0.740656169422107,30,1,-1.172876217116909,0.5123774240969317,0.6513460955662935,-0.4868392420734017
12,1,5,2,1,5,12,1,0,2,0.6695463160326699,1,3,1,4,0,5,-0.1756301196323356,2.0,4,3,8,7,1,0,0,1,-1.0800655146048157,1,1.2467804003882765,5,5,-1.172876217116909,0.49658451139436943,0.6396439482933173,-0.49489628685439924
12,1,5,6,1,2,12,1,0,1,-0.581638898193138,1,3,1,2,0,8,-0.1756301196323356,1.0,4,4,7,5,0,2,0,1,-1.0800655146048157,1,-0.15036813400711713,5,2,-0.046505565716158846,0.49658451139436943,-0.41940037991103946,2.421753923866725
12,1,5,3,1,1,12,1,0,2,-0.8024362889388688,2,2,1,6,0,8,-0.1756301196323356,1.0,4,1,6,5,0,1,0,1,-1.0800655146048157,2,1.5418226585453594,5,1,-0.046505565716158846,0.49658451139436943,-0.41647484309279537,2.4136968790857276
4,2,2,5,2,1,4,3,0,2,2.8775202234899777,2,5,2,2,0,10,-0.1756301196323356,1.0,4,1,8,9,0,1,0,1,-1.0800655146048157,2,-0.62968857040477,9,15,-1.172876217116909,1.2546443211173557,1.3242195637624317,-0.4465540181684138
10,2,6,1,1,6,10,2,0,2,1.4055376185184392,1,3,1,2,0,14,-0.1756301196323356,3.0,4,3,8,8,0,0,0,1,-1.0800655146048157,1,-0.7276579941648409,13,13,-1.172876217116909,0.6639893860415289,0.7946973996602534,-0.49489628685439924
10,1,4,6,1,2,10,5,0,1,0.37514979503836215,1,3,1,3,0,15,-0.1756301196323356,2.0,4,4,8,6,0,2,0,1,-1.0800655146048157,1,1.004333261557454,4,30,-1.172876217116909,0.6924166289061409,0.7449632737501041,-0.2854131225484622
4,2,2,4,1,2,4,3,0,2,0.3015506647897852,1,4,2,2,1,15,2.1274967499617325,1.0,4,0,7,6,0,3,3,1,-1.0800655146048157,3,-0.6021208532137423,9,16,-1.172876217116909,1.2546443211173557,1.3212940269441877,-0.43849697338741617
9,3,5,5,1,3,9,3,1,1,-0.6552380284417149,1,3,1,2,0,16,-0.1756301196323356,1.0,4,0,6,5,0,0,0,1,-1.0800655146048157,1,-0.5639706338239651,19,17,-0.046505565716158846,0.7397953670138275,-0.19705958172448942,2.4298109686477227
9,1,2,6,1,4,9,2,0,2,-0.3608415074474072,1,3,1,2,0,2,-0.1756301196323356,3.0,4,3,6,5,0,3,0,1,-1.0800655146048157,1,-0.7843799289521365,2,11,-1.172876217116909,0.7934912702025391,0.888314577844064,-0.42238288382542105
4,2,2,8,2,3,4,3,0,2,1.1111410975241316,1,5,2,3,1,10,-0.1756301196323356,2.0,4,3,8,7,0,0,0,1,-1.0800655146048157,2,1.9877769598870723,9,17,-1.172876217116909,1.2546443211173557,1.3183684901259436,-0.4304399286064186
8,3,6,3,1,1,8,4,1,2,-0.8024362889388688,1,3,1,2,0,11,-0.1756301196323356,3.0,4,3,5,5,0,0,4,2,-1.0800655146048157,1,-0.5552340636892711,20,22,-1.172876217116909,0.8345528432292008,0.9468253142089456,-0.47878219729240407
12,3,7,6,1,1,12,3,0,1,-0.6552380284417149,1,3,1,3,0,10,-0.1756301196323356,3.0,4,0,6,5,0,0,0,1,-1.0800655146048157,1,-0.6195479612021804,21,15,-0.046505565716158846,0.4460471907461704,-0.45743235854821246,2.3975827895237325
4,2,3,5,1,5,4,3,0,2,-0.2136432469502533,1,5,2,6,1,12,-0.1756301196323356,2.0,4,0,8,6,0,0,0,1,-1.0800655146048157,2,1.5423740618853816,10,19,-1.172876217116909,1.2514857385768432,1.3125174164894555,-0.42238288382542105
4,2,3,6,1,4,4,4,1,2,-0.7288371586902919,1,4,2,2,1,11,6.733750489149868,4.0,4,3,7,5,0,0,2,1,-1.0800655146048157,3,-0.6646573157517756,10,25,-1.172876217116909,1.2514857385768432,1.2949641955799909,-0.37404061513943554
12,1,1,2,1,1,12,1,0,2,0.3015506647897852,1,3,1,6,0,12,-0.1756301196323356,4.0,4,4,6,6,0,2,0,1,-1.0800655146048157,1,2.5866142652990014,1,1,-1.172876217116909,0.5092188415564192,0.6513460955662935,-0.49489628685439924
12,1,6,2,1,1,12,3,0,2,-0.06644498645309943,1,3,1,2,0,7,-0.1756301196323356,4.0,4,4,7,6,0,0,0,1,-1.0800655146048157,1,-0.39429977542730504,6,15,-1.172876217116909,0.493425928853857,0.6103885801108765,-0.42238288382542105
11,5,3,6,1,5,12,2,0,2,-0.3608415074474072,1,5,2,2,0,4,-0.1756301196323356,1.0,4,1,6,5,0,0,0,1,-1.0800655146048157,2,-0.6974706986883074,30,12,-1.172876217116909,0.5123774240969317,0.6191651905656087,-0.39821174948242827
11,4,7,6,2,1,12,1,0,1,-0.5080397679445611,1,4,2,2,0,11,-0.1756301196323356,3.0,4,1,7,5,0,0,0,1,-1.0800655146048157,3,-0.7156100390777029,28,1,-1.172876217116909,0.5186945891779565,0.6513460955662935,-0.4707251525114065
11,4,4,13,1,4,11,4,0,1,-0.6552380284417149,1,3,1,3,0,16,-0.1756301196323356,4.0,4,3,7,5,0,2,0,1,-1.0800655146048157,1,0.5775738750313504,25,25,-1.172876217116909,0.5281703367994939,0.6688993164757581,-0.49489628685439924
9,3,6,5,1,1,9,3,0,2,1.4055376185184392,1,3,1,2,0,14,-0.1756301196323356,2.0,4,3,8,8,0,0,0,1,-1.0800655146048157,1,-0.6613876801546391,20,15,-0.046505565716158846,0.736636784473315,-0.19120850808800127,2.40563983430473
9,1,4,6,1,5,9,1,0,1,-0.2872423771988302,1,3,1,3,0,16,-0.1756301196323356,3.0,4,4,7,6,0,3,0,1,-1.0800655146048157,1,-0.14320388978780468,4,5,-1.172876217116909,0.7871741051215142,0.9058677987535284,-0.4868392420734017
9,1,4,2,1,4,9,1,0,2,-0.8760354191874457,1,5,2,2,0,5,-0.1756301196323356,2.0,4,1,6,5,0,3,0,1,-1.0800655146048157,2,-0.795845434151431,4,4,-1.172876217116909,0.7871741051215142,0.9087933355717726,-0.49489628685439924
8,3,5,8,1,3,8,5,0,2,0.7431454462812468,1,5,2,3,0,8,-0.1756301196323356,2.0,3,0,8,7,0,0,0,1,-1.0800655146048157,2,-0.7099515649084281,19,31,-1.172876217116909,0.8377114257697132,0.9204954828447488,-0.39821174948242827
7,4,2,1,1,2,7,4,0,2,0.595947185784093,1,3,1,2,0,12,-0.1756301196323356,3.0,4,3,7,7,0,3,0,1,-1.0800655146048157,1,-0.5435097338131836,23,23,-1.172876217116909,0.9229931543635491,1.034591418756268,-0.49489628685439924
7,2,1,3,1,3,7,3,0,2,1.0375419672755546,1,5,2,2,0,2,-0.1756301196323356,2.0,4,0,6,7,0,3,4,2,-1.0800655146048157,2,-0.6162142750406073,8,17,-1.172876217116909,0.9703718924712358,1.0521446396657324,-0.42238288382542105
7,2,3,12,1,4,7,3,0,2,1.1847402277727084,1,3,1,4,0,9,-0.1756301196323356,3.0,4,3,8,8,0,0,0,1,-1.0800655146048157,1,-0.37272477222325456,10,18,-1.172876217116909,0.9640547273902109,1.0492191028474884,-0.4304399286064186
11,5,7,2,1,1,12,2,0,2,-0.8024362889388688,1,4,2,2,0,6,-0.1756301196323356,4.0,4,1,7,5,0,0,0,1,-1.0800655146048157,3,-0.528301183281102,30,8,-1.172876217116909,0.5123774240969317,0.630867337838585,-0.4304399286064186
2,1,3,2,1,1,4,2,0,2,0.2279515345412083,1,4,2,2,0,4,-0.1756301196323356,2.0,4,1,7,6,0,1,0,4,-1.0800655146048157,3,-0.7454668301038025,3,8,-1.172876217116909,1.4599521862506644,1.3446983214901402,0.020754579129445852
2,3,3,6,1,3,3,1,0,2,0.37514979503836215,1,5,2,2,0,9,-0.1756301196323356,4.0,4,0,7,6,0,0,0,1,-1.0800655146048157,2,-0.7939746599590439,17,3,-1.172876217116909,1.4157320306834902,1.4500176469469273,-0.38209765992043315
2,1,6,5,1,5,2,2,0,1,0.37514979503836215,1,3,1,4,0,12,-0.1756301196323356,4.0,4,4,7,6,0,0,0,1,-1.0800655146048157,1,-0.22124236380411624,6,12,-1.172876217116909,1.4504764386291271,1.5056028464935647,-0.4465540181684138
1,1,5,2,1,3,2,1,0,2,-0.8024362889388688,2,3,1,2,0,12,-0.1756301196323356,2.0,4,1,7,5,0,0,0,1,-1.0800655146048157,1,-0.7457088677191768,5,3,-1.172876217116909,1.5515510799255252,1.5319326778577613,-0.26124198820546946
2,1,1,3,1,2,2,2,0,1,-1.3176302006789073,1,5,2,2,0,7,-0.1756301196323356,4.0,4,3,5,4,0,0,0,1,-1.0800655146048157,2,-0.7765607516074584,1,9,-1.172876217116909,1.4662693513316893,1.514379456948297,-0.4304399286064186
2,4,7,2,1,3,3,1,0,2,-0.5080397679445611,1,5,2,2,0,6,-0.1756301196323356,4.0,4,0,7,5,0,3,0,1,-1.0800655146048157,2,-0.5333655095485704,28,3,-1.172876217116909,1.3809876227378532,1.4500176469469273,-0.4707251525114065
2,3,1,12,1,2,2,4,0,2,1.0375419672755546,1,3,1,4,0,15,-0.1756301196323356,3.0,4,3,7,7,0,0,0,1,-1.0800655146048157,1,-0.3677724526473602,15,23,-1.172876217116909,1.4220491957645152,1.4734219414928797,-0.4304399286064186
11,2,3,8,2,6,1,1,0,2,0.15435240429263136,1,4,2,6,0,2,-0.1756301196323356,2.0,4,0,8,6,0,0,0,1,-1.0800655146048157,3,1.7365017188985385,10,6,-0.046505565716158846,0.5755490749071805,0.5460267701095067,-0.035644734337537204
4,3,4,1,1,4,5,3,0,2,0.8167445765298238,1,2,1,6,1,8,-0.1756301196323356,1.0,4,0,7,7,0,0,0,1,-1.0800655146048157,2,2.282360603576139,18,18,-1.172876217116909,1.2262170782527437,1.227676848760377,-0.25318494342447184
3,2,2,4,1,4,5,2,0,2,0.8167445765298238,1,3,1,6,0,4,6.733750489149868,3.0,4,3,8,7,0,3,0,1,-1.0800655146048157,1,1.1910640029121033,9,11,-1.172876217116909,1.3525603798732413,1.2481556064880857,0.012697534348448272
3,4,7,2,1,5,4,1,0,2,-0.06644498645309943,1,4,2,2,0,8,-0.1756301196323356,2.0,4,1,7,6,0,3,0,1,-1.0800655146048157,3,-0.5847001460997658,28,5,-1.172876217116909,1.292547311603505,1.3534749319448725,-0.4304399286064186
3,4,1,3,1,4,3,4,1,2,0.3015506647897852,1,3,1,2,0,15,-0.1756301196323356,1.0,4,3,7,6,0,3,0,1,-1.0800655146048157,1,-0.512672352617729,22,25,-1.172876217116909,1.3114988068465796,1.3856558369455574,-0.4707251525114065
4,2,3,2,1,3,4,2,0,2,0.37514979503836215,1,3,1,2,0,16,-0.1756301196323356,2.0,4,3,7,6,0,2,0,1,-1.0800655146048157,1,-0.4848709147333556,10,10,-1.172876217116909,1.2514857385768432,1.3388472478536522,-0.49489628685439924
4,2,1,6,1,5,4,3,0,2,0.08075327404405443,2,4,2,2,1,12,2.1274967499617325,2.0,4,0,7,6,0,0,3,2,-1.0800655146048157,3,-0.6009015471003516,8,19,-1.172876217116909,1.2578029036578682,1.3125174164894555,-0.4062687942634259
4,1,2,6,1,3,4,1,0,1,0.4487489252869391,2,4,2,2,0,8,-0.1756301196323356,4.0,4,0,7,7,0,0,0,1,-1.0800655146048157,3,-0.7926611233835523,2,3,-1.172876217116909,1.2767543989009427,1.3593260055813607,-0.4868392420734017
10,2,3,2,1,4,10,2,1,2,0.6695463160326699,1,3,1,3,0,3,-0.1756301196323356,2.0,4,3,8,7,0,0,0,1,-1.0800655146048157,1,1.3625619366261175,10,11,-1.172876217116909,0.6734651336630663,0.8005484732967416,-0.4868392420734017
4,2,6,6,1,3,4,3,0,2,-0.2136432469502533,1,4,2,1,0,13,-0.1756301196323356,2.0,4,1,7,6,0,0,0,1,-1.0800655146048157,3,-0.7918536865270464,13,17,-1.172876217116909,1.242009990955306,1.3183684901259436,-0.46266810773040895
3,5,3,6,1,2,4,1,0,1,-0.2872423771988302,1,5,2,2,0,13,-0.1756301196323356,2.0,4,0,7,6,0,3,0,1,-1.0800655146048157,2,-0.7627142010619535,31,2,-1.172876217116909,1.2830715639819676,1.3622515423996049,-0.47878219729240407
4,3,5,6,1,2,4,3,0,2,-0.5080397679445611,1,5,2,3,1,8,-0.1756301196323356,2.0,4,3,5,5,0,0,0,1,-1.0800655146048157,2,1.085700599662548,19,16,-0.046505565716158846,1.2230584957122312,0.2534730882850988,2.421753923866725
6,4,3,6,1,4,6,4,0,1,-0.581638898193138,1,5,2,2,0,10,-0.1756301196323356,3.0,4,3,6,5,0,0,0,1,-1.0800655146048157,2,-0.7414844553466008,24,25,-1.172876217116909,1.01459204803841,1.1165064496671022,-0.4868392420734017
10,5,7,1,1,5,11,1,0,1,-1.612026721673215,1,5,2,2,0,10,-0.1756301196323356,4.0,4,0,4,3,0,0,0,1,-1.0800655146048157,2,-0.5017935024873823,31,5,-1.172876217116909,0.6071349003123049,0.7274100528406396,-0.45461106294941134
11,3,4,2,1,1,12,2,0,2,-0.6552380284417149,1,4,2,2,0,2,-0.1756301196323356,2.0,4,1,5,5,0,1,0,1,-1.0800655146048157,3,-0.7127045567185838,18,8,-1.172876217116909,0.550280414583081,0.630867337838585,-0.33375539123444764
4,3,5,6,1,3,4,4,0,2,-0.5080397679445611,2,4,2,2,0,8,-0.1756301196323356,3.0,4,1,7,5,0,3,0,1,-1.0800655146048157,3,-0.491556986705987,19,24,-1.172876217116909,1.2230584957122312,1.297889732398235,-0.45461106294941134
9,1,1,6,1,2,9,1,0,2,0.15435240429263136,2,4,2,2,0,5,-0.1756301196323356,1.0,4,0,8,6,0,0,0,3,-1.0800655146048157,3,-0.6665127214850042,1,2,-1.172876217116909,0.7966498527430514,0.9146444092082606,-0.4868392420734017
4,5,5,6,1,1,5,1,0,2,0.9639428370269776,1,4,2,2,0,16,-0.1756301196323356,1.0,4,0,8,7,0,2,0,1,-1.0800655146048157,3,-0.7268774347550598,30,1,-1.172876217116909,1.1883140877665943,1.2774109746705264,-0.4868392420734017
4,4,2,6,1,2,4,4,0,2,-0.7288371586902919,1,3,1,2,0,2,-0.1756301196323356,3.0,4,0,7,5,1,3,0,1,-1.0800655146048157,1,-0.8236381101196569,23,23,-1.172876217116909,1.2104241655501815,1.3008152692164792,-0.49489628685439924
5,2,5,1,1,1,8,1,0,1,-2.9368110661476,1,9,1,6,0,14,-0.1756301196323356,1.0,4,0,8,1,0,0,0,1,-1.0800655146048157,3,2.2967197362457092,12,1,-1.172876217116909,1.150411097280445,1.0082615873920713,0.1577243404064047
5,2,2,3,1,1,5,3,0,2,-0.06644498645309943,1,4,2,1,0,5,-0.1756301196323356,1.0,4,1,8,6,0,2,0,1,-1.0800655146048157,3,-0.804052175153055,9,15,-1.172876217116909,1.1598868449019824,1.2364534592151093,-0.4465540181684138
6,2,2,1,1,2,6,2,1,1,0.08075327404405443,1,5,2,1,0,1,-0.1756301196323356,4.0,4,0,7,6,0,2,0,1,-1.0800655146048157,2,-0.5364225583915805,9,9,-1.172876217116909,1.0619707861460967,1.1633150387590074,-0.49489628685439924
6,3,6,1,1,1,8,2,0,2,-0.7288371586902919,2,4,2,2,0,14,-0.1756301196323356,4.0,4,0,5,5,0,0,4,2,-1.0800655146048157,3,-0.7151218534065296,20,8,-1.172876217116909,1.0272263782004598,0.9877828296643627,-0.10010109258551785
6,3,4,6,1,4,6,3,1,2,-0.5080397679445611,2,4,2,2,0,9,-0.1756301196323356,1.0,4,1,6,5,0,0,0,1,-1.0800655146048157,3,-0.5733368335406412,18,18,-1.172876217116909,1.0335435432814846,1.1369852073948108,-0.49489628685439924
7,2,7,2,1,2,7,3,0,1,0.08075327404405443,1,4,2,2,0,3,-0.1756301196323356,3.0,4,3,7,6,0,0,0,1,-1.0800655146048157,3,-0.7359860108418592,14,16,-1.172876217116909,0.9514203972281612,1.0550701764839765,-0.47878219729240407
8,1,1,11,1,3,12,2,0,2,0.6695463160326699,1,4,2,3,0,15,-0.1756301196323356,2.0,2,1,8,7,0,0,0,1,-1.0800655146048157,3,1.5954768799286847,1,10,-1.172876217116909,0.8945659114989372,0.6250162642020969,0.5605765794562837
8,1,2,5,1,4,8,4,0,2,1.1111410975241316,1,5,2,3,0,11,-0.1756301196323356,2.0,4,3,8,7,0,2,0,1,-1.0800655146048157,2,1.680445616164749,2,25,-1.172876217116909,0.8914073289584248,0.9380487037542133,-0.3095842568914549
7,4,5,4,1,5,7,4,0,1,0.8167445765298238,1,3,1,6,0,5,-0.1756301196323356,4.0,4,4,6,7,0,0,0,1,-1.0800655146048157,1,1.0650586400154864,26,26,-1.172876217116909,0.9135174067420119,1.0258148083015357,-0.49489628685439924
8,3,2,2,1,3,8,4,0,1,-1.0232336796845996,2,5,2,2,0,9,-0.1756301196323356,4.0,2,0,6,5,0,0,0,1,-1.0800655146048157,2,-0.805904018630295,16,24,-1.172876217116909,0.8471871733912506,0.9409742405724574,-0.4304399286064186
8,2,2,6,2,3,8,2,0,2,-0.14004411670167638,2,8,3,4,0,16,-0.1756301196323356,1.0,4,1,7,6,0,0,0,1,-1.0800655146048157,3,1.2482361112752984,9,10,-1.172876217116909,0.8692972511748377,0.9819317560278745,-0.4868392420734017
4,3,5,6,1,1,4,3,1,1,-0.8760354191874457,1,4,2,2,1,1,-0.1756301196323356,1.0,4,3,7,5,0,0,0,1,-1.0800655146048157,3,-0.7224531747362518,19,15,-0.046505565716158846,1.2230584957122312,0.2563986251033428,2.4136968790857276
8,4,4,3,1,5,8,4,0,2,-0.8760354191874457,1,5,2,3,0,4,-0.1756301196323356,4.0,4,3,7,5,0,2,0,1,-1.0800655146048157,2,0.33855511783276504,25,26,-1.172876217116909,0.8187599305266385,0.9351231669359692,-0.4868392420734017
9,4,1,3,1,3,10,1,0,1,1.1111410975241316,1,3,1,3,0,9,-0.1756301196323356,3.0,4,3,8,7,0,3,0,1,-1.0800655146048157,1,-0.07399436159445694,22,3,-1.172876217116909,0.7303196193922902,0.8239527678426942,-0.4062687942634259
9,4,4,6,2,2,9,4,0,1,-0.8760354191874457,2,4,2,3,0,7,-0.1756301196323356,4.0,4,1,6,5,0,0,0,1,-1.0800655146048157,3,-0.39697176071049534,25,23,-0.046505565716158846,0.7208438717707528,-0.2146128026339539,2.4298109686477227
12,2,2,2,1,3,12,3,0,2,1.773533269761324,1,3,1,2,0,7,-0.1756301196323356,1.0,4,3,8,8,0,1,0,1,-1.0800655146048157,1,-0.8266756582224948,9,17,-1.172876217116909,0.4839501812323197,0.6045375064743883,-0.4304399286064186
12,2,2,5,2,3,12,3,0,2,-0.06644498645309943,1,3,1,2,0,9,-0.1756301196323356,3.0,4,4,7,6,0,0,0,1,-1.0800655146048157,1,-0.3310630970305356,9,17,-1.172876217116909,0.4839501812323197,0.6045375064743883,-0.4304399286064186
4,1,6,3,1,3,4,1,0,1,-0.8760354191874457,1,5,2,2,0,4,-0.1756301196323356,3.0,4,0,6,5,0,3,0,1,-1.0800655146048157,2,-0.49487503802370464,6,3,-0.046505565716158846,1.264120068738893,0.2915050669222718,2.421753923866725
4,4,5,3,2,4,5,2,0,1,-0.8760354191874457,1,4,2,2,0,6,-0.1756301196323356,4.0,4,1,7,5,0,3,0,1,-1.0800655146048157,3,-0.7351892698431937,26,11,-1.172876217116909,1.200948417928644,1.2481556064880857,-0.37404061513943554
4,3,4,5,1,5,4,4,1,1,-0.8760354191874457,1,3,1,2,0,13,-0.1756301196323356,3.0,4,3,7,5,0,1,0,1,-1.0800655146048157,1,-0.7531779008615539,18,26,-1.172876217116909,1.2262170782527437,1.292038658761747,-0.4304399286064186
6,2,5,5,1,5,6,2,0,2,0.007154143795477499,1,3,1,3,0,9,-0.1756301196323356,2.0,4,4,8,6,0,2,0,1,-1.0800655146048157,1,1.410564099627241,12,12,-1.172876217116909,1.0524950385245593,1.1545384283042752,-0.49489628685439924
7,4,4,5,1,3,10,4,0,2,-0.2136432469502533,1,3,1,2,0,5,-0.1756301196323356,4.0,4,0,8,6,0,2,0,1,-1.0800655146048157,1,-0.7372074771955978,25,24,-1.172876217116909,0.9166759892825243,0.7625164946595685,0.23829478821638062
10,4,6,8,1,4,11,2,0,2,0.8903437067784007,1,8,3,6,0,8,-0.1756301196323356,3.0,4,0,8,7,0,1,0,1,-1.0800655146048157,3,1.3159368469499946,27,11,-1.172876217116909,0.6197692304743547,0.7098568319311751,-0.37404061513943554
10,2,5,6,1,1,10,3,0,2,-0.14004411670167638,1,3,1,2,0,2,-0.1756301196323356,2.0,4,1,7,6,0,3,0,1,-1.0800655146048157,1,-0.8146618564995856,12,15,-1.172876217116909,0.6671479685820413,0.7888463260237653,-0.4707251525114065
11,3,5,8,1,5,12,3,0,2,2.509524572247093,1,8,3,6,0,4,-0.1756301196323356,2.0,4,0,7,9,0,1,0,1,-1.0800655146048157,3,2.3303429326939264,19,19,-1.172876217116909,0.5471218320425685,0.5986864328379001,-0.25318494342447184
8,1,3,12,1,5,8,3,0,2,0.37514979503836215,1,3,1,2,0,6,-0.1756301196323356,3.0,4,3,7,6,0,1,0,1,-1.0800655146048157,1,-0.6439312392168004,3,19,-1.172876217116909,0.8882487464179123,0.9556019246636778,-0.365983570358438
7,3,6,1,2,1,7,3,0,2,0.37514979503836215,1,5,2,2,0,14,2.1274967499617325,3.0,4,1,7,6,0,3,3,1,-1.0800655146048157,2,-0.7884442383793221,20,15,-0.046505565716158846,0.9324689019850865,-0.009825225356868363,2.40563983430473
5,3,3,6,2,3,5,3,1,2,-0.7288371586902919,1,4,2,2,0,12,-0.1756301196323356,1.0,4,0,6,5,0,3,0,1,-1.0800655146048157,3,-0.5686431342670649,17,17,-1.172876217116909,1.1346181845778829,1.2306023855786212,-0.49489628685439924
4,3,6,2,2,4,6,4,1,1,-0.8760354191874457,1,4,2,2,1,3,-0.1756301196323356,1.0,4,3,7,5,0,0,0,1,-1.0800655146048157,3,-0.8186904541069561,20,25,-1.172876217116909,1.2198999131717188,1.1165064496671022,0.03686866869144101
4,3,7,6,1,2,4,3,0,2,1.8471324000099008,1,4,2,2,0,5,-0.1756301196323356,3.0,4,0,8,8,0,0,0,1,-1.0800655146048157,3,-0.579657101013949,21,16,-0.046505565716158846,1.2167413306312063,0.2534730882850988,2.40563983430473
4,3,6,6,1,2,4,3,0,1,0.15435240429263136,1,3,1,3,0,3,-0.1756301196323356,2.0,4,1,7,6,0,0,0,3,-1.0800655146048157,1,1.8252238135752257,20,16,-0.046505565716158846,1.2198999131717188,0.2534730882850988,2.4136968790857276
4,2,3,6,1,3,4,3,1,1,-0.9496345494360227,1,5,2,2,0,10,-0.1756301196323356,2.0,4,1,6,5,0,1,2,1,-1.0800655146048157,2,-0.6758048462449011,10,17,-1.172876217116909,1.2514857385768432,1.3183684901259436,-0.43849697338741617
4,1,3,2,2,3,4,1,1,1,0.4487489252869391,1,4,2,2,0,6,-0.1756301196323356,3.0,4,0,7,7,0,3,0,1,-1.0800655146048157,3,-0.6561385212414406,3,3,-1.172876217116909,1.2735958163604302,1.3593260055813607,-0.49489628685439924
4,1,2,1,1,2,4,3,0,2,0.2279515345412083,1,4,2,2,0,16,6.733750489149868,2.0,4,1,7,6,0,2,0,1,-1.0800655146048157,3,-0.7523857425361128,2,16,-1.172876217116909,1.2767543989009427,1.3212940269441877,-0.38209765992043315
11,3,3,6,2,2,11,4,0,2,0.007154143795477499,1,5,2,3,0,16,-0.1756301196323356,1.0,4,3,6,6,0,3,0,1,-1.0800655146048157,2,1.582243462124787,17,23,-1.172876217116909,0.5534389971235935,0.6747503901122461,-0.4465540181684138
10,4,2,5,1,3,10,4,0,1,-0.4344406376959841,1,3,1,3,0,14,-0.1756301196323356,1.0,4,3,5,5,0,0,0,1,-1.0800655146048157,1,1.998735602325255,23,24,-1.172876217116909,0.6324035606364045,0.7625164946595685,-0.4868392420734017
10,4,7,6,1,1,10,4,0,2,-0.3608415074474072,2,3,1,2,0,7,-0.1756301196323356,3.0,4,3,6,5,0,0,4,2,-1.0800655146048157,1,-0.7681705208448548,28,22,-0.046505565716158846,0.6166106479338422,-0.2994533703630322,2.3975827895237325
10,2,1,5,1,2,10,2,0,1,-0.581638898193138,1,5,2,2,0,12,-0.1756301196323356,2.0,4,3,6,5,0,2,0,1,-1.0800655146048157,2,-0.49352760105818655,8,9,-1.172876217116909,0.6797822987440911,0.8063995469332298,-0.4868392420734017
10,1,3,2,1,5,10,2,0,2,0.3015506647897852,1,3,1,2,0,8,-0.1756301196323356,2.0,4,3,7,6,0,0,0,1,-1.0800655146048157,1,-0.6596482543168204,3,12,-1.172876217116909,0.6955752114466534,0.7976229364784975,-0.42238288382542105
4,3,6,4,2,1,5,1,0,1,-0.4344406376959841,1,5,2,2,1,6,-0.1756301196323356,4.0,4,3,6,5,0,0,0,1,-1.0800655146048157,2,-0.8029016164777402,20,1,-1.172876217116909,1.2198999131717188,1.2774109746705264,-0.4062687942634259
8,4,1,6,1,2,8,4,0,2,0.08075327404405443,1,5,2,2,0,16,-0.1756301196323356,4.0,4,3,7,6,0,0,0,1,-1.0800655146048157,2,-0.7889869634153069,22,23,-1.172876217116909,0.8282356781481759,0.9438997773907015,-0.4868392420734017
8,4,7,3,1,3,8,4,0,2,0.522348055535516,1,5,2,3,0,5,-0.1756301196323356,2.0,4,3,8,7,0,0,0,1,-1.0800655146048157,2,2.2562318388129254,28,24,-0.046505565716158846,0.8092841829051013,-0.12684669808663154,2.4136968790857276
8,2,7,6,1,5,8,3,0,2,-1.0232336796845996,1,4,2,2,0,11,-0.1756301196323356,2.0,4,0,6,5,0,3,0,1,-1.0800655146048157,3,-0.6261136254141211,14,19,-1.172876217116909,0.8535043384722755,0.9556019246636778,-0.45461106294941134
7,3,1,8,1,3,7,3,0,2,0.2279515345412083,1,4,2,2,0,10,-0.1756301196323356,3.0,4,0,8,6,0,0,0,1,-1.0800655146048157,3,-0.6313467760395156,15,17,-1.172876217116909,0.9482618146876487,1.0521446396657324,-0.47878219729240407
7,3,4,6,1,4,7,3,0,1,-0.9496345494360227,1,4,2,2,0,1,-0.1756301196323356,2.0,4,0,6,5,0,0,0,1,-1.0800655146048157,3,-0.5979079640202974,18,18,-1.172876217116909,0.9387860670661113,1.0492191028474884,-0.49489628685439924
