Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
6,5,3,3,2,1,7,1,0,1,-0.501398469218512,2,2,1,6,4,-0.17473311238742065,1,4,1,5,5,0,3,4,2,-1.0742859917743628,2,1.6681466877609263,30,1,-1.1664527006153784,0.9860000903517698,1.09166641570667,-0.48820366403845433
7,4,7,6,1,2,7,4,0,2,2.4350961299267175,2,4,2,1,12,-0.17473311238742065,3,4,0,7,9,0,2,0,1,-1.0742859917743628,3,-0.35121302341441296,28,23,-0.04954381813333732,0.8979730328820685,-0.03656680018084857,2.393204612941731
5,5,1,2,1,1,5,5,0,2,1.8327382634353881,1,5,2,2,11,-0.17473311238742065,4,4,0,6,8,0,3,0,1,-1.0742859917743628,2,2.438871449336733,29,29,-1.1664527006153784,1.086602441745714,1.1878723488443654,-0.4962298709381206
6,3,7,3,1,1,6,3,1,2,-0.8778721357755928,1,5,2,2,8,-0.17473311238742065,2,4,3,4,5,0,2,4,2,-1.0742859917743628,2,2.552130182707787,21,15,-0.04954381813333732,1.0142945016813165,0.07421578949286127,2.385178406042065
6,3,1,3,1,1,6,4,0,2,1.3056751302554752,2,5,2,2,11,-0.17473311238742065,3,4,3,8,8,0,1,0,1,-1.0742859917743628,2,-0.7679877805493998,15,22,-1.1664527006153784,1.0331574425676813,1.117904397471496,-0.4400464226404568
10,3,6,1,1,1,10,3,1,2,-0.9531668690870089,1,3,1,2,2,-0.17473311238742065,3,4,1,4,5,0,3,0,1,-1.0742859917743628,1,-0.7064851057899153,20,15,-0.04954381813333732,0.6338918604729649,-0.2814546299858914,2.393204612941731
8,4,3,2,1,5,8,4,0,2,-1.028461602398425,2,3,1,2,13,-0.17473311238742065,2,4,3,7,5,0,3,0,1,-1.0742859917743628,1,-0.5081111831286367,24,26,-1.1664527006153784,0.813089798893428,0.9284078625033082,-0.48017745713878807
7,4,2,3,1,3,8,1,0,2,0.10095939727281704,1,3,1,3,15,6.407639671848812,2,4,3,8,6,0,2,0,1,-1.0742859917743628,1,-0.5538408240937714,23,3,-1.1664527006153784,0.9136921502873724,0.9954604825689747,-0.4079415950417918
4,5,7,2,1,3,5,1,0,2,0.2515488638956493,1,5,2,2,9,-0.17473311238742065,4,3,0,7,6,0,0,0,1,-1.0742859917743628,2,-0.7895430057707237,30,3,-1.1664527006153784,1.1777733226964762,1.2636709628316405,-0.4721512502391218
4,3,6,6,1,2,4,3,0,2,-0.42610373590709594,1,3,1,2,4,-0.17473311238742065,1,4,3,7,5,0,3,0,3,-1.0742859917743628,1,-0.6442830395012185,20,16,-0.04954381813333732,1.2092115575070836,0.2491356679250347,2.4012308198413974
6,3,1,14,1,2,6,4,0,2,0.32684359720706546,1,5,2,3,13,-0.17473311238742065,2,4,3,7,6,0,0,0,1,-1.0742859917743628,2,-0.661579683088384,15,23,-1.1664527006153784,1.0331574425676813,1.1149890661642932,-0.4320202157407906
6,3,1,4,1,5,9,2,0,1,-1.028461602398425,1,3,1,2,7,-0.17473311238742065,1,4,3,6,5,0,0,0,1,-1.0742859917743628,1,1.1018497645560619,15,12,-1.1664527006153784,1.0331574425676813,0.878847230280859,0.21810254313217609
8,1,1,2,1,4,8,2,0,2,-0.12492480266143138,1,3,1,3,7,-0.17473311238742065,2,4,3,7,6,0,0,0,1,-1.0742859917743628,1,1.0133313281247254,1,11,-1.1664527006153784,0.8853977389578255,0.9721378321113515,-0.41596780194145805
7,3,5,6,1,5,7,4,0,2,-0.049630069350015245,1,3,1,1,6,-0.17473311238742065,2,4,4,7,6,0,0,0,1,-1.0742859917743628,1,-0.7160016065666045,19,26,-1.1664527006153784,0.9262674442116153,1.0187831330265977,-0.4400464226404568
5,4,6,1,1,1,5,4,0,2,0.10095939727281704,1,5,2,2,10,-0.17473311238742065,3,4,0,7,6,0,1,0,1,-1.0742859917743628,2,-0.8008313225425253,27,22,-0.04954381813333732,1.0928900887078357,0.14418374086573063,2.393204612941731
12,3,4,2,1,1,1,2,0,2,-0.049630069350015245,2,5,2,2,4,-0.17473311238742065,4,4,1,7,6,0,3,0,1,-1.0742859917743628,2,-0.766747473171159,18,8,-0.04954381813333732,0.44840627509038006,0.5348381360309179,-0.3276795260451293
10,4,3,2,1,5,10,4,0,2,0.9292014636983945,1,3,1,3,7,-0.17473311238742065,2,4,3,7,7,0,0,4,2,-1.0742859917743628,1,-0.30648235814102937,24,26,-1.1664527006153784,0.6213165665487218,0.7505726527639318,-0.48017745713878807
7,3,1,4,2,5,8,1,0,2,1.155085663632643,1,5,2,5,6,-0.17473311238742065,2,4,0,6,7,0,0,0,1,-1.0742859917743628,2,-0.8195470109189151,15,5,-1.1664527006153784,0.9388427381358584,0.9896298199545689,-0.3276795260451293
6,4,2,2,1,4,6,4,0,2,0.17625413058423317,2,4,2,2,4,-0.17473311238742065,4,4,1,7,6,0,0,0,1,-1.0742859917743628,3,-0.6772568354780566,23,25,-1.1664527006153784,1.0080068547191952,1.1091584035498874,-0.48017745713878807
7,2,5,2,1,2,7,2,0,2,-1.028461602398425,1,4,2,2,10,-0.17473311238742065,4,4,0,5,5,0,0,0,1,-1.0742859917743628,3,-0.5405393596403676,12,9,-0.04954381813333732,0.9482742085790407,0.004247838119991896,2.409257026741064
4,2,3,5,2,5,5,1,0,2,1.2303803969440592,2,3,1,4,7,-0.17473311238742065,4,4,4,8,8,0,2,0,1,-1.0742859917743628,1,1.329603558693576,10,5,-1.1664527006153784,1.2406497923176913,1.2578403002172347,-0.2955746984464642
3,5,3,6,2,5,5,1,1,2,-0.7272826691527605,1,4,2,2,13,-0.17473311238742065,1,4,4,6,5,0,3,0,1,-1.0742859917743628,3,1.3276689252188227,31,5,-1.1664527006153784,1.2720880271282988,1.2578403002172347,-0.21531262944980173
12,4,1,3,1,1,1,2,0,1,-0.8025774024641766,1,5,2,3,5,-0.17473311238742065,1,4,4,5,5,0,3,0,1,-1.0742859917743628,2,0.6913080223583431,22,8,-0.04954381813333732,0.43583098116613705,0.5348381360309179,-0.3597843536437943
12,2,1,3,1,3,12,2,0,1,-1.028461602398425,1,3,1,3,2,6.407639671848812,3,4,4,7,5,0,0,0,1,-1.0742859917743628,1,-0.7056044441333698,8,10,-1.1664527006153784,0.47984450990098765,0.6193827439398017,-0.48017745713878807
12,2,2,2,1,4,12,3,0,2,0.32684359720706546,1,3,1,3,15,-0.17473311238742065,3,4,3,7,6,0,3,0,1,-1.0742859917743628,1,2.607757679168592,9,18,-1.1664527006153784,0.4767006864199269,0.5960600934821787,-0.4239940088411243
12,2,3,6,1,3,12,2,0,1,-0.12492480266143138,1,5,2,3,3,-0.17473311238742065,2,4,0,7,6,0,3,0,1,-1.0742859917743628,2,-0.3149304144346541,10,10,-1.1664527006153784,0.4735568629388661,0.6193827439398017,-0.4962298709381206
4,3,6,6,1,1,5,2,1,2,0.7786119970755623,1,4,2,2,11,-0.17473311238742065,1,4,3,8,7,0,0,0,1,-1.0742859917743628,3,-0.7482072658561597,20,8,-1.1664527006153784,1.2092115575070836,1.2490943062956261,-0.35175814674412803
1,1,1,1,1,5,2,4,0,2,0.7786119970755623,1,4,2,2,14,-0.17473311238742065,4,4,0,7,7,0,1,0,1,-1.0742859917743628,3,-0.5748996369105017,1,26,-1.1664527006153784,1.5518883169427065,1.4560828291070314,-0.0467622845568104
5,1,4,8,1,3,8,4,0,2,-0.049630069350015245,1,4,2,6,12,-0.17473311238742065,4,4,3,6,6,0,0,0,1,-1.0742859917743628,3,1.5486126069078974,4,24,-1.1664527006153784,1.165198028772233,0.934238525117714,0.4027053018244998
6,5,3,8,1,1,7,4,0,1,-0.3508090025956798,1,8,3,6,4,-0.17473311238742065,1,4,0,7,5,0,2,0,1,-1.0742859917743628,3,-0.5717673904188357,30,22,-1.1664527006153784,0.9860000903517698,1.0304444582554093,-0.31965331914546297
12,4,3,1,1,2,12,4,0,2,-0.8778721357755928,1,3,1,2,10,-0.17473311238742065,1,4,3,6,5,0,0,0,1,-1.0742859917743628,1,-0.7505189122504367,24,23,-0.04954381813333732,0.4295433342040155,-0.4826124901828908,2.425309440540396
5,2,4,3,1,5,5,2,0,2,0.8539067303869784,2,3,1,3,12,-0.17473311238742065,2,4,0,8,7,0,3,0,1,-1.0742859917743628,1,-0.6667435299093448,11,12,-1.1664527006153784,1.1431912644048077,1.2374329810668145,-0.48820366403845433
10,2,7,2,1,2,12,3,0,1,1.3809698635668914,1,4,2,1,15,-0.17473311238742065,1,4,1,8,8,0,1,0,1,-1.0742859917743628,3,-0.7066808485821056,14,16,-1.1664527006153784,0.6527548013593294,0.6018907560965844,0.00942116374085338
4,1,6,3,1,5,4,5,1,1,-0.3508090025956798,1,3,1,2,5,-0.17473311238742065,3,4,3,5,5,0,1,0,1,-1.0742859917743628,1,-0.6017974463637698,6,30,-1.1664527006153784,1.2532250862419343,1.2724169567532493,-0.30360090534613043
12,4,7,1,1,2,12,4,0,2,1.155085663632643,1,3,1,3,15,-0.17473311238742065,1,2,1,8,7,0,0,0,1,-1.0742859917743628,1,-0.5233906990513645,28,23,-0.04954381813333732,0.41696804027977247,-0.4826124901828908,2.393204612941731
4,5,7,2,1,2,5,1,0,1,-0.3508090025956798,1,5,2,6,9,-0.17473311238742065,2,4,3,7,5,0,2,0,1,-1.0742859917743628,2,-0.4367826543811455,30,2,-1.1664527006153784,1.1777733226964762,1.2665862941388435,-0.48017745713878807
11,3,6,1,1,6,11,3,0,1,-1.1037563357098412,1,5,2,3,7,-0.17473311238742065,4,4,0,6,4,1,1,0,1,-1.0742859917743628,2,-0.38736393114397355,20,20,-1.1664527006153784,0.5364333325600813,0.6776893700838595,-0.4962298709381206
10,3,3,1,1,4,10,3,0,2,-0.9531668690870089,1,5,2,2,16,-0.17473311238742065,1,4,1,7,5,0,3,0,1,-1.0742859917743628,2,-0.45634752636801695,17,18,-1.1664527006153784,0.6433233309161471,0.773895303221555,-0.48820366403845433
9,3,1,6,1,3,9,3,1,2,-0.8025774024641766,2,4,2,2,10,-0.17473311238742065,2,4,3,6,5,0,0,0,1,-1.0742859917743628,3,2.3114989731971782,15,17,-1.1664527006153784,0.7439256823100914,0.8642705737448446,-0.48017745713878807
9,3,4,3,1,4,9,3,0,2,0.62802253045273,2,4,2,2,5,-0.17473311238742065,3,4,0,8,7,0,3,4,2,-1.0742859917743628,3,-0.5425930307835692,18,18,-1.1664527006153784,0.7344942118669091,0.8613552424376417,-0.4962298709381206
6,4,1,1,1,2,7,1,0,2,-0.8778721357755928,1,5,2,3,10,-0.17473311238742065,3,4,3,5,5,0,3,2,1,-1.0742859917743628,2,-0.5312681705330038,22,2,-1.1664527006153784,1.011150678200256,1.0887510843994672,-0.41596780194145805
12,1,4,3,1,1,12,3,0,2,-0.8778721357755928,1,5,2,3,1,-0.17473311238742065,1,4,1,7,5,1,3,0,1,-1.0742859917743628,2,-0.4829529879911744,4,15,-1.1664527006153784,0.4924198038252307,0.6048060874037873,-0.4079415950417918
8,1,1,5,1,2,8,1,0,2,-0.5766932025299282,2,5,2,3,9,-0.17473311238742065,2,4,1,6,5,0,3,0,1,-1.0742859917743628,2,-0.6731759058050173,1,2,-1.1664527006153784,0.8853977389578255,0.9983758138761776,-0.48820366403845433
2,4,1,6,1,1,2,4,0,2,0.17625413058423317,1,3,1,2,8,-0.17473311238742065,3,4,4,7,6,0,0,0,1,-1.0742859917743628,1,-0.8274925039253821,22,22,-1.1664527006153784,1.3884094959275468,1.467744154335843,-0.4962298709381206
5,4,5,5,1,5,5,4,0,2,1.0044961970098107,1,4,2,6,2,-0.17473311238742065,1,4,1,8,7,0,0,0,1,-1.0742859917743628,3,0.9432036687437398,26,26,-1.1664527006153784,1.0960339121888965,1.196618342765974,-0.4962298709381206
8,4,3,3,1,3,8,5,0,2,1.4562645968783074,1,3,1,2,11,-0.17473311238742065,4,4,3,7,8,0,0,0,1,-1.0742859917743628,1,0.9726269582145459,24,31,-1.1664527006153784,0.813089798893428,0.9138312059672937,-0.4400464226404568
8,1,2,3,1,3,8,1,0,1,-1.1037563357098412,2,5,2,3,13,-0.17473311238742065,3,4,3,5,4,0,3,0,1,-1.0742859917743628,2,1.339349089391626,2,3,-1.1664527006153784,0.8822539154767648,0.9954604825689747,-0.48820366403845433
4,3,3,6,1,3,4,4,0,2,0.7786119970755623,1,5,2,3,13,-0.17473311238742065,3,4,3,8,7,0,1,0,1,-1.0742859917743628,2,-0.6082290986261994,17,24,-1.1664527006153784,1.218643027950266,1.2899089445964667,-0.4400464226404568
11,1,5,6,1,1,11,2,0,2,1.3056751302554752,1,4,2,1,6,-0.17473311238742065,2,4,0,6,8,0,0,0,1,-1.0742859917743628,3,-0.5044980823470985,5,8,-1.1664527006153784,0.5835906847759927,0.7126733457702943,-0.4721512502391218
8,5,2,1,1,4,9,1,0,2,0.9292014636983945,1,4,2,2,14,-0.17473311238742065,1,4,1,8,7,0,3,0,1,-1.0742859917743628,3,-0.8313201619634246,30,4,-1.1664527006153784,0.7942268580070635,0.9021698807384821,-0.4560988364397893
8,2,1,3,1,2,8,2,0,2,-0.20021953597284753,1,3,1,2,4,-0.17473311238742065,2,4,0,7,6,0,0,0,1,-1.0742859917743628,1,-0.8074442449322885,8,9,-1.1664527006153784,0.8633909745904003,0.9779684947257573,-0.48820366403845433
6,4,2,5,1,3,6,4,0,2,0.32684359720706546,1,3,1,2,6,-0.17473311238742065,1,4,4,7,6,0,0,0,1,-1.0742859917743628,1,2.365618417979889,23,24,-1.1664527006153784,1.0080068547191952,1.1120737348570902,-0.48820366403845433
6,3,1,1,1,2,6,4,0,1,-2.9861246684952447,1,3,1,6,11,-0.17473311238742065,3,4,4,8,1,0,0,0,1,-1.0742859917743628,1,-0.5581207529085938,15,23,-1.1664527006153784,1.0331574425676813,1.1149890661642932,-0.4320202157407906
4,4,5,1,1,7,5,1,0,2,1.0044961970098107,1,5,2,2,11,-0.17473311238742065,3,4,3,8,7,0,3,0,1,-1.0742859917743628,2,-0.6502345611070188,26,7,-1.1664527006153784,1.1903486166207191,1.252009637602829,-0.4079415950417918
4,4,1,1,1,1,4,4,0,1,-0.5766932025299282,1,5,2,2,5,-0.17473311238742065,2,4,0,7,5,0,2,0,1,-1.0742859917743628,2,1.4344073612551982,22,22,-1.1664527006153784,1.202923910544962,1.2957396072108724,-0.4962298709381206
3,4,6,3,1,1,4,1,1,2,-0.6519879358413444,1,5,2,2,6,-0.17473311238742065,3,4,3,5,5,0,1,0,1,-1.0742859917743628,2,-0.7829322542806891,27,1,-1.1664527006153784,1.2846633210525418,1.3569615646621331,-0.4560988364397893
5,2,6,1,1,1,5,2,0,1,-0.6519879358413444,1,3,1,2,2,-0.17473311238742065,2,4,3,7,5,0,3,0,1,-1.0742859917743628,1,-0.5928428468001516,13,8,-0.04954381813333732,1.1369036174426863,0.1849983791665711,2.393204612941731
12,4,3,2,1,2,12,4,1,2,0.32684359720706546,1,4,2,2,9,-0.17473311238742065,3,4,0,8,6,0,0,0,1,-1.0742859917743628,3,0.9984906957637845,24,23,-0.04954381813333732,0.4295433342040155,-0.4826124901828908,2.425309440540396
10,4,3,3,1,3,10,4,1,1,0.10095939727281704,1,3,1,2,9,-0.17473311238742065,3,4,4,6,6,0,1,0,1,-1.0742859917743628,1,2.110263442877059,24,24,-1.1664527006153784,0.6213165665487218,0.7564033153783376,-0.4962298709381206
11,1,4,1,1,5,11,1,0,2,-0.501398469218512,1,3,1,3,9,-0.17473311238742065,3,4,4,7,5,0,2,0,1,-1.0742859917743628,1,-0.5473552611547495,4,5,-1.1664527006153784,0.5867345082570534,0.721419339691903,-0.48820366403845433
12,3,5,6,1,5,12,3,0,1,1.60685406350114,1,3,1,2,1,-0.17473311238742065,4,4,0,8,8,0,3,4,2,-1.0742859917743628,1,-0.5909226859902554,19,19,-1.1664527006153784,0.4452624516093193,0.5931447621749758,-0.4962298709381206
12,4,3,11,1,3,12,4,0,2,0.7033172637641462,1,8,3,6,1,-0.17473311238742065,2,4,0,8,7,0,0,0,1,-1.0742859917743628,3,-0.7581684392605789,24,24,-1.1664527006153784,0.4295433342040155,0.5785681056389613,-0.4962298709381206
11,2,1,1,1,1,11,2,0,2,1.155085663632643,1,5,2,6,7,-0.17473311238742065,3,4,3,8,7,0,2,0,3,-1.0742859917743628,2,-0.6045606399015834,8,8,-1.1664527006153784,0.5741592143328104,0.7126733457702943,-0.4962298709381206
9,4,6,6,1,1,9,4,0,2,0.7033172637641462,1,5,2,2,2,-0.17473311238742065,3,4,0,6,7,0,0,0,1,-1.0742859917743628,2,-0.5588903368623622,27,22,-0.04954381813333732,0.7061998005373623,-0.21440200992022487,2.393204612941731
9,4,1,2,1,1,9,4,0,1,-0.9531668690870089,1,3,1,2,1,-0.17473311238742065,4,4,3,6,5,0,0,0,1,-1.0742859917743628,1,0.8276180926803087,22,22,-1.1664527006153784,0.721918917942666,0.8496939172088301,-0.4962298709381206
7,3,5,6,2,2,7,3,0,2,1.4562645968783074,1,4,2,2,8,-0.17473311238742065,2,4,0,8,8,0,3,0,1,-1.0742859917743628,3,-0.7534318978695197,19,16,-0.04954381813333732,0.9262674442116153,-0.016159481030428337,2.409257026741064
7,1,5,3,1,1,7,1,0,2,0.5527277971413138,1,4,2,4,4,-0.17473311238742065,1,4,0,8,7,0,0,0,1,-1.0742859917743628,3,1.5839906743340966,5,1,-0.04954381813333732,0.970280972946466,0.02757048857761502,2.4012308198413974
10,3,3,4,1,3,10,3,0,2,0.7033172637641462,2,5,2,4,1,-0.17473311238742065,2,4,0,8,7,0,3,0,1,-1.0742859917743628,2,-0.6650914752159235,17,17,-1.1664527006153784,0.6433233309161471,0.7768106345287579,-0.4962298709381206
5,4,2,2,1,2,5,4,0,2,-0.7272826691527605,1,3,1,6,5,-0.17473311238742065,2,4,4,5,5,0,0,0,1,-1.0742859917743628,1,1.028636533027574,23,23,-1.1664527006153784,1.1054653826320786,1.2053643366875828,-0.4962298709381206
7,4,2,3,1,2,7,4,0,1,-0.6519879358413444,1,5,2,2,7,-0.17473311238742065,4,4,3,6,5,0,3,2,1,-1.0742859917743628,2,-0.619572773341079,23,23,-1.1664527006153784,0.9136921502873724,1.0275291269482065,-0.4962298709381206
9,3,5,5,1,3,9,4,1,2,-0.501398469218512,1,3,1,2,6,-0.17473311238742065,1,4,4,4,5,0,0,0,1,-1.0742859917743628,1,-0.7944000320967171,19,24,-1.1664527006153784,0.7313503883858483,0.8438632545944244,-0.4560988364397893
10,1,4,1,1,5,10,2,0,2,1.5315593301897237,1,5,2,6,6,-0.17473311238742065,4,4,0,8,8,0,1,0,1,-1.0742859917743628,2,0.8167151106103236,4,12,-1.1664527006153784,0.684193036169937,0.7913872910647723,-0.4320202157407906
11,3,1,10,2,2,11,3,0,2,-0.7272826691527605,1,3,1,4,3,-0.17473311238742065,1,4,0,7,5,0,0,4,2,-1.0742859917743628,1,-0.83069385739174,15,16,-1.1664527006153784,0.5521524499653852,0.6893506953126711,-0.48820366403845433
10,3,4,5,1,3,12,3,0,2,-0.3508090025956798,1,5,2,2,11,-0.17473311238742065,4,4,1,6,5,0,0,0,1,-1.0742859917743628,2,-0.5535571598625751,18,17,-1.1664527006153784,0.6401795074350863,0.5989754247893816,-0.01465745695814538
9,5,3,6,2,3,9,5,0,1,-1.028461602398425,1,5,2,2,8,-0.17473311238742065,2,4,1,7,5,0,0,0,1,-1.0742859917743628,2,-0.5414605447585127,30,30,-1.1664527006153784,0.69676833009418,0.826371266751207,-0.4962298709381206
7,2,1,2,1,3,7,2,1,2,-0.8778721357755928,2,5,2,2,9,-0.17473311238742065,2,4,4,7,5,0,1,0,1,-1.0742859917743628,2,-0.5171678149794963,8,10,-1.1664527006153784,0.9608495025032837,1.065428433941844,-0.48017745713878807
7,1,2,6,1,3,8,2,1,2,-0.27551426928426365,2,3,1,3,7,-0.17473311238742065,4,4,0,7,6,0,2,0,1,-1.0742859917743628,1,-0.6874426970043798,2,10,-1.1664527006153784,0.9797124433896482,0.9750531634185544,-0.1832078018511367
9,3,2,8,1,3,9,4,0,2,-0.12492480266143138,1,4,2,3,11,-0.17473311238742065,2,4,0,7,6,0,0,0,1,-1.0742859917743628,3,-0.6893368070175335,16,24,-1.1664527006153784,0.7407818588290306,0.8438632545944244,-0.4320202157407906
5,3,1,5,1,1,5,3,0,1,0.10095939727281704,2,4,2,6,4,-0.17473311238742065,1,4,1,7,6,0,3,0,1,-1.0742859917743628,3,0.09840744661342793,15,15,-1.1664527006153784,1.1306159704805647,1.228686987145206,-0.4962298709381206
5,2,5,3,1,2,5,3,0,1,-0.42610373590709594,1,5,2,3,2,-0.17473311238742065,1,4,4,6,5,0,0,0,1,-1.0742859917743628,2,-0.6330696187700515,12,16,-1.1664527006153784,1.1400474409237469,1.225771655838003,-0.4641250433394556
4,2,6,4,1,1,4,2,0,1,-0.501398469218512,1,3,1,4,4,-0.17473311238742065,3,4,3,6,5,0,0,0,1,-1.0742859917743628,1,-0.7593425341970992,13,8,-0.04954381813333732,1.231218321874509,0.2724583183826578,2.393204612941731
9,5,5,6,2,1,10,2,0,2,0.47743306382989775,1,5,2,3,11,-0.17473311238742065,2,4,0,8,7,0,2,0,1,-1.0742859917743628,2,-0.5169156287943638,30,8,-1.1664527006153784,0.69676833009418,0.8030486162935838,-0.4320202157407906
12,4,5,2,1,1,1,1,0,2,-0.20021953597284753,2,5,2,3,8,-0.17473311238742065,3,4,1,7,6,0,0,0,1,-1.0742859917743628,2,2.36007394007319,26,1,-0.04954381813333732,0.423255687241894,0.5552454551813382,-0.44807262954012306
12,4,7,6,1,3,12,5,0,2,0.10095939727281704,2,5,2,2,10,2.0193911490246568,1,4,3,7,6,0,0,3,1,-1.0742859917743628,2,-0.5500084624396503,28,31,-1.1664527006153784,0.41696804027977247,0.5581607864885411,-0.4721512502391218
1,2,3,2,1,3,1,2,0,1,-1.028461602398425,1,3,1,2,4,-0.17473311238742065,1,4,3,6,5,0,1,0,1,-1.0742859917743628,1,0.5596577883036946,10,10,-1.1664527006153784,1.5235939056131595,1.593103400545567,-0.4962298709381206
5,3,2,3,1,2,5,3,0,2,0.62802253045273,1,3,1,2,13,-0.17473311238742065,2,4,4,8,7,0,1,0,1,-1.0742859917743628,1,1.7047350317857886,16,16,-1.1664527006153784,1.127472146999504,1.225771655838003,-0.4962298709381206
8,3,4,1,1,1,8,4,0,2,1.5315593301897237,1,5,2,2,6,-0.17473311238742065,3,4,1,7,8,0,1,0,1,-1.0742859917743628,2,-0.7351087805273748,18,22,-1.1664527006153784,0.8319527397797927,0.9400691877321197,-0.4641250433394556
10,4,5,2,1,1,10,5,0,2,-1.3296405356440897,2,5,2,2,4,-0.17473311238742065,4,4,0,6,4,0,0,0,1,-1.0742859917743628,2,-0.5634452463094666,26,29,-1.1664527006153784,0.6150289195866002,0.7418266588423231,-0.4721512502391218
7,1,2,5,1,1,7,2,0,2,-0.42610373590709594,2,4,2,2,3,-0.17473311238742065,2,4,3,7,5,0,0,0,1,-1.0742859917743628,3,-0.8571274561197212,2,8,-1.1664527006153784,0.9797124433896482,1.0712590965562498,-0.44807262954012306
11,3,4,6,1,4,11,3,0,2,-0.7272826691527605,2,4,2,1,12,-0.17473311238742065,3,4,3,7,5,0,0,0,1,-1.0742859917743628,3,1.6255829422332502,18,18,-1.1664527006153784,0.5427209795222028,0.6835200326982653,-0.4962298709381206
10,4,1,2,1,1,10,4,0,1,-1.3296405356440897,1,3,1,2,15,-0.17473311238742065,1,4,0,5,4,0,0,0,1,-1.0742859917743628,1,-0.7337230228673215,22,22,-1.1664527006153784,0.6276042135108433,0.7622339779927434,-0.4962298709381206
7,1,2,1,1,5,7,2,0,2,-0.3508090025956798,1,4,2,2,1,-0.17473311238742065,4,4,0,7,5,0,2,0,1,-1.0742859917743628,3,1.9272435703625213,2,12,-1.1664527006153784,0.9797124433896482,1.0595977713274383,-0.41596780194145805
7,1,2,1,1,2,7,1,0,2,0.7786119970755623,1,3,1,6,5,-0.17473311238742065,4,4,4,8,7,0,3,0,1,-1.0742859917743628,1,-0.7504309908114306,2,2,-1.1664527006153784,0.9797124433896482,1.0887510843994672,-0.4962298709381206
6,4,6,6,2,5,7,2,1,1,-1.1790510690212572,1,4,2,1,11,-0.17473311238742065,3,4,3,5,4,0,1,0,1,-1.0742859917743628,3,-0.7423342584572084,27,12,-1.1664527006153784,0.9954315607949521,1.0595977713274383,-0.3758367674431268
5,3,2,3,1,5,5,3,0,2,-0.7272826691527605,2,5,2,2,2,-0.17473311238742065,1,4,0,7,5,0,0,2,2,-1.0742859917743628,2,0.8336039868651445,16,19,-1.1664527006153784,1.127472146999504,1.2170256619163944,-0.4721512502391218
10,4,5,6,1,5,10,4,0,1,-1.028461602398425,1,4,2,3,10,-0.17473311238742065,3,4,0,7,5,0,1,0,1,-1.0742859917743628,3,-0.702086501123266,26,26,-1.1664527006153784,0.6150289195866002,0.7505726527639318,-0.4962298709381206
10,1,1,2,1,1,10,1,0,1,-1.1037563357098412,1,3,1,2,12,-0.17473311238742065,3,4,1,5,4,0,0,0,1,-1.0742859917743628,1,-0.44592901675411817,1,1,-1.1664527006153784,0.6936245066131193,0.8234559354440041,-0.4962298709381206
9,4,1,6,1,2,10,4,0,2,1.155085663632643,2,4,2,3,6,-0.17473311238742065,1,4,1,8,7,0,2,0,1,-1.0742859917743628,3,2.545552718346924,22,23,-1.1664527006153784,0.721918917942666,0.7593186466855405,-0.24741745704846674
6,2,7,5,2,1,6,2,0,2,-0.20021953597284753,1,3,1,2,10,-0.17473311238742065,3,4,1,8,6,0,3,0,1,-1.0742859917743628,1,1.826377418091854,14,8,-0.04954381813333732,1.0363012660487418,0.0946231086432815,2.385178406042065
3,5,1,6,1,1,3,5,0,2,-0.501398469218512,2,4,2,3,1,-0.17473311238742065,1,4,1,7,5,0,3,0,1,-1.0742859917743628,3,-0.7559005726774944,29,29,-1.1664527006153784,1.2783756740904204,1.3657075585837417,-0.4962298709381206
10,1,3,2,1,4,10,1,0,2,0.62802253045273,1,3,1,6,8,-0.17473311238742065,4,4,0,8,7,0,0,0,1,-1.0742859917743628,1,0.9663378617009571,3,4,-1.1664527006153784,0.6873368596509978,0.8147099415223954,-0.48820366403845433
9,3,4,3,1,5,10,3,1,2,0.7033172637641462,1,3,1,3,14,-0.17473311238742065,2,4,0,7,7,0,0,0,1,-1.0742859917743628,1,1.5700607344092796,18,19,-1.1664527006153784,0.7344942118669091,0.7709799719143521,-0.24741745704846674
7,2,4,5,1,4,7,5,0,2,0.025664663961400897,1,8,3,6,12,-0.17473311238742065,1,4,3,7,6,0,1,0,1,-1.0742859917743628,3,-0.6439375046277588,11,31,-1.1664527006153784,0.9514180320601014,1.0042064764905834,-0.3357057329447955
6,2,5,6,1,3,6,3,0,1,-0.8778721357755928,1,3,1,6,6,-0.17473311238742065,2,4,4,7,5,0,1,0,3,-1.0742859917743628,1,-0.6393684843324188,12,17,-1.1664527006153784,1.0425889130108634,1.1324810540075105,-0.4560988364397893
11,3,7,3,1,2,11,4,1,1,-0.9531668690870089,2,3,1,2,3,-0.17473311238742065,2,4,3,6,5,0,1,0,1,-1.0742859917743628,1,-0.7116301381465618,21,23,-1.1664527006153784,0.5332895090790205,0.6689433761622509,-0.48017745713878807
